"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
75.6722205971732,9.23949018353596,8.21202531456947,7.80116508482024,6.8320326670073,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1
65.7780473125303,9.65434529236518,8.40651554986835,5.56740146013908,6.01780130644329,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0
73.7044549512284,7.67496679676697,5.60224915272556,6.04493282386102,8.19700924213976,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0
98.4745537388698,7.91482426342554,8.59716316917911,6.92456004559062,8.66225103498437,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1
82.0059661792358,9.34348662151024,7.54715382470749,8.91376856830902,6.79095642874017,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1
73.7573437178206,9.45983612793498,6.71655971789733,5.78585645765997,8.29442064044997,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0
89.5535891841973,5.53094425820746,5.09595823590644,7.6393436815124,5.0030649791006,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64.0678172826858,6.25830486416817,9.43352087400854,5.48725305823609,6.39658954576589,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1
74.3456088757894,5.28902778285556,5.02265026560053,6.8987740681041,6.62592182983644,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1
59.4393959736238,6.58531493856572,7.26395827601664,5.29852779465728,5.05278924829327,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0
78.6704908959777,9.86227979999967,5.02177997492254,7.17775269411504,5.94341355725192,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0
65.3707961149416,7.36118015949614,6.80440786411054,6.57426718738861,8.76697477884591,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0
69.8663664156897,5.21946363383904,7.39883540896699,5.8916323503945,7.59708044468425,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0
79.6255328561778,8.47268928540871,9.10597625654191,6.63798917317763,5.19620249164291,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1
84.5666726849027,8.56249580625445,8.98707682034001,8.22179519687779,7.09575381246395,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1
75.7451614236851,9.8006044595968,5.29520721407607,8.96973778959364,7.60980615625158,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0
102.7038475305,6.59755147644319,7.59317946387455,7.91376556968316,5.57319731684402,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1
77.07888998862,9.08157411264256,7.66762709361501,8.79812305909581,8.80291340523399,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1
95.6037967753558,9.65911127044819,6.72340009477921,8.0447385145817,6.81843801517971,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0
91.3520856278744,8.81646787864156,9.7409557539504,7.31603592052124,8.14595827599987,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1
84.7891814771902,6.20561445597559,6.81917389971204,5.82731168251485,9.15867951698601,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0
105.117728384682,7.51708650495857,6.11470011761412,9.77596557582729,7.52058774931356,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
88.5393361615522,6.30882294848561,6.67558036744595,7.13100340100937,9.21142029808834,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1
93.5475466593408,6.88365156995133,6.87720745801926,6.62802410195582,8.12030419823714,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1
105.355402334015,9.8598178755492,9.72743917489424,9.47878577047959,6.82351982803084,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1
55.3945103418135,7.65605622669682,9.57826931378804,6.70516092213802,9.55087141366675,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0
98.8961802935013,7.33404703205451,8.98765102028847,9.50107018579729,5.04521100083366,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
64.0928713622632,6.49985820986331,9.39878390985541,5.09569784509949,5.72953784023412,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1
48.6165124155844,5.09257964789867,6.29147281288169,6.02762693190016,6.25255892751738,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0
87.3210304237917,7.67301216488704,8.43316262005828,9.1877632017713,5.71959752123803,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1
64.8166013873145,8.59351459075697,9.29441193700768,5.4015607049223,6.95650959620252,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
58.8613197080577,6.34308827808127,6.66644172044471,5.11731211445294,8.52989802020602,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
90.5918979393757,6.50678611244075,5.60535443481058,9.79896570555866,7.6540117431432,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1
73.9019018356126,5.56867146049626,7.31587591115385,7.55957157933153,7.12900867685676,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1
67.7158989686195,6.34813014185056,5.51919464371167,7.34228034853004,8.53569135651924,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1
56.5703435598254,8.80995364510454,5.04108473309316,5.35960939829238,6.17354905582033,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1
67.4187024484354,8.14224834437482,7.4850981682539,5.84140150225721,6.04383988888003,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
105.616386803523,6.81626945617609,8.30708408728242,9.90157488035038,5.63826750498265,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1
65.8665370864545,8.36114617763087,5.48916901927441,6.95296843536198,9.79392583831213,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1
51.0681565438869,9.44814787595533,6.18065269431099,5.09512761724181,8.8345219544135,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
44.0834603833579,9.2709736188408,5.28259999235161,5.19814435159788,5.67640322959051,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1
69.0024374456778,9.61317759822123,8.35428963648155,6.25167063088156,7.29064589599147,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0
79.0077687475546,8.54870345909148,5.91907887952402,6.87909630476497,8.79119744175114,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
94.4206440721401,8.17387727554888,8.10196455102414,8.96480406285264,6.54054801445454,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0
87.9750771219606,6.77039330359548,9.34572934755124,7.96825754921883,8.35197029286064,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
72.1711182342713,5.35508654545993,5.56233785231598,6.41311703016981,7.10720135015436,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0
104.198759509873,6.26617697882466,5.97417124547064,7.89727928000502,7.78846059343778,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
92.2515703517125,5.96354844514281,7.36858743126504,8.19904370931908,6.86761634657159,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0
81.5575415181454,8.01127525046468,7.67924804473296,6.65522454539314,9.35025009792298,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
64.6375664044627,6.80848987190984,8.03947776788846,7.13165133376606,5.1006787980441,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1
91.269831881419,8.16610112786293,5.79282206832431,6.64864480146207,8.14524263958447,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1
44.4139511724137,5.28025736566633,7.89527753833681,5.60522285872139,6.66252609691583,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
67.6658449196332,6.6983223205898,9.938530275831,5.7796772418078,5.91629586182535,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
97.3045367964191,7.67658998491243,8.01290609291755,9.16755046346225,7.93444894021377,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1
47.2925537204644,9.20479993219487,5.34332039998844,5.39456333266571,9.78824471938424,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0
77.3483532439929,8.75129326945171,6.8855954206083,7.77827277313918,7.76239008409902,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1
86.8861865535598,5.66666348138824,5.22982200724073,6.94335692329332,8.10792913311161,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
86.9331676437858,8.08128674631007,9.5816178037785,9.06118609826081,8.60548223601654,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0
102.002809124687,7.21743393572979,9.00734777096659,7.44192527956329,9.33409135090187,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1
107.876923869057,7.45137152378447,6.51999977999367,8.36669005220756,9.0717189933639,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
90.466033329665,5.88487120112404,7.57906665327027,8.87264360091649,5.21197104360908,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0
115.42188406142,6.49969018879347,7.10779827088118,8.93973406869918,5.28724072268233,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
100.230472929285,9.85927217989229,6.18965860805474,9.71937629510649,5.96152873011306,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0
99.1259424886457,7.01572171295993,7.92952425428666,8.6868044512812,8.29577102209441,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0
72.3174110403486,8.32896523294039,6.07673721038736,9.08492637332529,6.31200689822435,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1
70.2364535242671,6.51613743975759,8.76467834692448,5.32320230151527,5.01298730145209,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0
73.7237529767643,7.02434162958525,6.49583757389337,6.30254007526673,8.69802645756863,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0
67.9779706990271,6.64802616229281,5.46535102766939,6.5282557613682,9.16408802266233,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1
106.47108018991,8.53668852942064,5.18584185629152,9.21487453510053,6.18044453673065,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0
116.98363617967,8.74655162682757,7.70180952968076,9.10459509701468,9.43990845815279,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1
45.6464877004661,8.58741614385508,6.82956171571277,5.13504542293958,7.85906860022806,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
104.500609173863,6.25058477045968,6.52557188645005,7.19352862564847,8.51843218086287,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1
91.716624243879,8.79986576968804,9.13250126759522,8.07577604078688,9.41141118993983,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
87.6041901132651,9.52786811860278,9.09187220968306,8.98052504169755,5.02857647021301,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0
58.7628884004603,7.31331183342263,5.06451527005993,6.68528489186428,9.72379734856077,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0
56.2168412216971,5.33929403172806,8.28294291044585,6.33600162575021,8.95744975656271,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
53.3084963648939,8.16308543668129,9.27295828354545,5.05271667032503,7.1816964528989,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0
84.3377434982313,9.81999073643237,6.96370646590367,9.23330270219594,9.28561658482067,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
95.3385315925526,6.7954821465537,9.32504015392624,8.29953116248362,9.92100193165243,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
52.0163401292994,8.02545697311871,5.93074876698665,5.10918313404545,6.45805767620914,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0
95.5015289649022,8.46916315145791,9.58426251541823,8.94397761439905,9.48843802209012,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1
83.9897845007912,6.93951504887082,8.29139199340716,6.42951494664885,8.46394742024131,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1
87.2499357711306,9.29176400764845,7.04513938864693,6.41215434414335,6.62879765150137,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1
51.3341754141627,6.80936712422408,9.66726116836071,5.82999250036664,8.78741971799172,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0
106.487414165158,9.34112876420841,9.84410461154766,9.7371238481719,5.92205983353779,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
99.4961430911547,6.62714069359936,8.92947747372091,7.30564605328254,9.16242559091188,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1
82.9446198542146,9.37153822043911,9.95547469239682,5.66790357115678,9.26521719899029,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1
67.1948781476197,7.79019730980508,5.16850503510796,7.20462376251817,9.19904674869031,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0
106.255041309384,9.32868155650795,8.67395455599762,8.45070363604464,5.17545174458064,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1
113.546812712916,5.84927348536439,9.59902065922506,9.22219880158082,7.59725602227263,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
71.5025635291761,6.40627391403541,5.63178374548443,6.27393246861175,8.49647619528696,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0
75.0347689965586,5.46528886188753,5.87784040602855,6.70494885300286,9.51626027585007,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1
56.0972221468784,7.9379179130774,9.02744689024985,5.95086897257715,6.92292804829776,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0
74.5981914249903,8.63264439976774,6.01332149468362,6.46851743920706,9.67663623508997,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0
89.6407522035653,7.76321318699047,9.89089340087958,7.25734246778302,9.83900183811784,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0
86.57776157414,6.13312071887776,7.38084810669534,8.61454251222312,8.95877323229797,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1
60.3357011671016,6.19553371332586,8.66021261434071,6.72408656682819,9.24291933421046,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
61.7439008052824,7.12858634418808,6.66067389422096,6.59633707255125,7.78671960695647,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
73.6010619767339,8.01793511491269,9.80296055669896,6.12207095953636,8.92477473826148,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
73.7759229450456,8.13960466883145,8.19506674539298,6.1133299942594,5.01228327979334,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1
83.7444897450309,6.70729262055829,7.07260478520766,6.25179861439392,7.53533198381774,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1
103.649097498824,5.78519856208004,8.79243979346938,9.77029501576908,6.52890322962776,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1
77.2775681509125,5.64487938536331,8.29379669390619,6.92413287935778,9.55465578474104,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1
93.4483466811353,7.46552507858723,7.86115249618888,7.61557940859348,7.29498570086434,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1
55.9205589138042,8.6844303261023,8.32210594322532,5.40729426546022,8.29019711120054,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
103.242810823619,6.99748546234332,5.5910264281556,9.41987417754717,6.47994597442448,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0
100.527008264523,5.64503541216254,8.15716782351956,7.87016618996859,7.04601402510889,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0
101.167895919037,7.28250597720034,8.61786032211967,7.42505583795719,5.58938944130205,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
91.5534110827443,7.85357923712581,6.4520510751754,9.99463789630681,9.19711150228977,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0
66.631155864424,9.30492037325166,6.13959209993482,6.66746495291591,8.08458226267248,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
114.352282120683,6.65369406808168,5.27033039135858,6.93697564071044,9.72383506596088,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1
70.424313949374,6.76855476223864,8.48482452332973,5.53294568089768,7.87881274940446,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
66.7988482560597,8.01472825929523,7.19057051930577,7.06307720276527,9.29917437490076,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0
78.291216795101,6.91494647762738,8.59996137442067,8.15479099052027,9.2070242704358,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0
80.111797122261,5.02571081742644,8.36836005561054,6.20031798724085,8.20717228692956,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0
91.2350824958191,9.08339496934786,9.0640869026538,8.84375396417454,9.52467782073654,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0
74.4140795056294,5.959704995621,7.22984648542479,5.51573129137978,6.31811441155151,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1
113.938950808045,5.42166965082288,5.53959138225764,9.31846734136343,9.56104412092827,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1
123.407141472145,5.16642066766508,9.16798277874477,9.77741998969577,9.78235108661465,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0
86.70404856465,7.7977187174838,7.40869299392216,8.46532481373288,7.16690504690632,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
50.4004538340311,8.18756556138396,7.91917752358131,5.69769878173247,7.25076110800728,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0
89.3280534358073,9.70225639292039,5.80184527789243,8.83243687800132,8.6048473813571,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
87.4584743216708,9.26062691723928,8.98376099998131,8.23915545362979,5.18583965022117,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
65.2451557559173,5.5018349562306,8.04828027263284,8.57595161418431,5.6289919570554,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0
85.6998254142402,8.66171614965424,7.46125684352592,8.70546798221767,6.45897839101963,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0
44.4849882550851,6.18080657324754,6.19365206803195,6.64662219583988,6.79781201761216,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0
86.2445326917446,8.49224580451846,8.90052574686706,8.40917623601854,8.18264115019701,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0
97.9945834286779,5.02668096218258,6.07690121280029,8.21729456190951,5.82786113489419,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1
130.752161846938,6.14740646095015,9.48240029043518,9.96669106418267,9.63709970237687,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1
86.5517264640335,6.16613284568302,5.54234360344708,8.55824500904419,6.7498495685868,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
99.1361425165308,9.86807812354527,5.82908084383234,9.29390483885072,9.20555988093838,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1
92.6495898974736,8.58122462290339,5.66754806204699,9.2825419222936,5.0645632634405,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0
83.1032482035111,8.62073622993194,5.00087841064669,6.93084680009633,7.33840513974428,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1
78.1582601128463,6.88468475476839,7.97916592564434,7.22888479009271,6.22962576569989,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0
64.1494723821867,8.09552018181421,7.14003911241889,6.70970738399774,7.6092172274366,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0
55.469863528292,9.40170559682883,7.41857107146643,5.23251496022567,9.8442659585271,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0
102.395396911105,5.9713231085334,9.15182269527577,9.78335373918526,8.85476951487362,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0
62.4326519893322,7.63459569890983,5.97580360714346,5.35612877341919,9.12845675600693,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0
97.7726428917608,7.00157861923799,6.09852341003716,8.85912195546553,7.46248537790962,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1
80.0050795127493,8.84584930492565,8.87394914519973,8.69326603366062,8.66949211456813,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0
90.2005004454603,7.9169974848628,7.64603395946324,9.57095205900259,6.89881149097346,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
112.650224308212,5.03588066669181,5.9656621364411,9.86216421821155,9.57142999977805,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1
93.3381280018742,6.22922173817642,7.63517989893444,8.20699679665267,7.26683959248476,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0
52.9607833277052,6.91872074850835,5.07866795407608,6.81592147564515,8.03920731414109,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
77.0248456018369,9.49776381021366,8.49621893954463,6.60643466515467,7.93087873491459,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
102.690991614833,7.12320044985972,5.09407848934643,9.24887859146111,9.33364746160805,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1
66.1622563885247,9.45353601593524,6.17505506728776,6.0051405755803,6.9877978542354,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0
62.7086059556082,9.48089784593321,5.91065580840223,5.69538161857054,9.09942412748933,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0
50.1937175892596,5.5316736374516,6.0356894636061,6.08051770366728,5.61380655970424,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0
90.2307024170179,6.20400173123926,9.21593959792517,9.02057688916102,9.40677820937708,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0
87.3413928855667,9.86397260450758,6.3377990713343,7.40780499763787,5.00997264054604,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1
96.1670248644817,6.47995597217232,7.36998132197186,9.20035440009087,9.90502725588158,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0
74.5519244300465,8.16716163069941,6.52139338199049,5.87421405944042,8.72870839084499,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0
105.178464051949,6.68724029208533,9.3869332340546,9.29524555336684,8.03977896459401,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1
110.258156422641,5.31057783751749,9.33051615371369,8.23512751725502,9.59821598371491,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1
94.2659480406516,9.53512167790905,6.28097977372818,7.33175108092837,8.48700884846039,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0
84.2708715939342,9.59893260383978,7.00686702970415,7.02407440636307,6.14863742375746,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1
50.5871760428901,7.08122443989851,8.56811192817986,5.81491657765582,6.67306055314839,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
62.2337925170084,8.57577472692356,6.05007761740126,5.35952067817561,5.24042236618698,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0
76.1581296565026,8.81742217461579,9.9169568810612,7.62865715427324,7.80614070943557,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0
109.084181120071,7.20893756835721,6.0165538196452,8.86969323735684,9.66958447941579,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0
66.4682300853958,6.02319673169404,8.0483681615442,6.79637136985548,9.87256973632611,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0
74.0469238744839,8.29184895381331,7.44047124753706,5.53483527037315,5.67995276418515,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0
61.2544506657466,8.52198679931462,7.66802901867777,5.8682101382874,6.73489321721718,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
56.6383051003925,5.21387160173617,5.72948039276525,5.3802426031325,5.80733875278383,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1
73.4311844677339,6.93521126871929,8.80097634275444,5.6281879497692,9.52405333518982,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
104.29118321254,6.61197931854986,8.56825961614959,9.62396466289647,9.50323297642171,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1
65.4152023575844,6.51889062835835,6.7488091555424,5.92652205959894,5.65416054450907,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0
85.7436391999145,7.94696668279357,6.9728128251154,8.33911890629679,8.37667920859531,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
70.5336986529972,7.08395269699395,5.42933518299833,6.15731537574902,8.88305194908753,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1
75.4162376307974,7.9940772021655,6.83986385469325,7.53619745839387,5.73534139082767,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0
78.1549615642727,5.28439597343095,9.46292795240879,7.71262355498038,9.29165787179954,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1
73.7650057372712,6.13516662851907,9.18446471565403,6.5816521178931,9.08348702010699,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0
92.579245661914,7.03304710099474,7.46850186144002,8.52330863825046,9.90692201536149,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1
